"","x"
"119",-0.293601286173633
"120",-0.879037304452467
"121",-0.121261620185923
"122",0
"123",-0.69399565689468
"124",-0.108702380952381
"125",0
"126",-0.61364247311828
"127",-0.101455555555556
"128",-1.42227414330218
"129",0
"130",-0.445958485958486
"131",-0.757759336099585
"132",-0.760916666666667
"133",-0.392731182795699
"134",-1.53720538720539
"135",-1.44407542579075
"136",-0.916153846153846
"137",-0.908557213930348
"138",-2.32502314814815
"139",-0.845462962962963
"140",-0.42868544600939
"141",-1.20780423280423
"142",-0.43636798088411
"143",-0.41316742081448
"144",-0.886504854368932
"145",-0.101118493909192
"146",-1.05950421940928
"147",-0.0988203463203463
"148",-0.256849507735584
"149",-0.530255516840883
"150",-0.404473975636766
"151",-1.17888497652582
"152",-0.0972417465388712
"153",0
"154",-0.72468253968254
"155",-1.1485534591195
"156",-0.507277777777778
"157",-1.3609891598916
"158",-0.0936512820512821
"159",-0.400482456140351
"160",-1.97370875995449
"161",-0.53632892804699
"162",-3.10334640522876
"163",-1.72515519568151
"164",0
"165",-0.336937269372694
"166",-1.04593356242841
"167",-1.15290404040404
"168",-0.120780423280423
"169",-1.90670533642691
"170",-0.329936766034327
"171",-0.964542253521127
"172",0
"173",-1.8634693877551
"174",-0.931734693877551
"175",-0.229710691823899
"176",-0.966243386243386
"177",-1.44936507936508
"178",-1.05764478764479
"179",-0.726845771144279
"180",-0.683970037453184
"181",-1.24231292517007
"182",-0.780427350427351
"183",-0.353914728682171
"184",-0.604701986754967
"185",-0.339442379182156
"186",-0.90705298013245
"187",-0.800964912280702
"188",-0.808947951273533
"189",-1.33787545787546
"190",-0.612818791946309
"191",-0.592922077922078
"192",-1.17760912698413
"193",-0.434809523809524
"194",-1.31381294964029
"195",-0.228847117794486
"196",-0.78042735042735
"197",-0.652214285714286
"198",-1.42843561973526
"199",-0.229710691823899
"200",-1.04954022988506
"201",-1.23391891891892
"202",0.10568287037037
"203",-1.53831528279182
"204",-0.974839857651246
"205",-1.13995006242197
"206",-0.334468864468864
"207",-0.69399565689468
"208",-0.305384615384615
"209",-0.567142857142857
"210",-0.335698529411765
"211",-0.73467816091954
"212",-0.43636798088411
"213",-1.37515060240964
"214",-0.621156462585034
"215",-0.19828447339848
"216",-1.09353293413174
"217",-0.755520094562648
"218",-1.32858465608466
"219",0.378879668049793
"220",-0.587580437580438
"221",-0.0975534188034188
"222",-0.241560846560847
"223",-0.691742424242424
"224",-0.9401287001287
"225",-0.522966781214204
"226",-0.0966243386243386
"227",-0.0994662309368192
"228",-0.772994708994709
"229",-0.539657210401891
"230",-0.626637254901961
"231",-0.763643966547192
"232",-0.771944444444444
"233",-0.783296568627451
"234",-0.328453237410072
"235",-0.210634371395617
"236",-1.48750626566416
"237",-1.52728793309439
"238",-0.598754098360656
"239",-0.369676113360324
"240",-0.333248175182482
"241",-1.11230343300111
"242",-0.869619047619048
"243",-0.444330900243309
"244",-0.359488188976378
"245",-2.20555555555556
"246",-1.20867629362214
"247",-0.441111111111111
"248",-0.54742206235012
"249",-0.788004314994606
"250",-0.450913580246914
"251",0
"252",-1.20432853717026
"253",0
"254",0
"255",-1.5781975308642
"256",-1.63053571428571
"257",-0.404473975636766
"258",-1.10277777777778
"259",-0.985359712230216
"260",-0.394002157497303
"261",-1.92908450704225
"262",-0.705096525096525
"263",-0.59485342019544
"264",-0.0954127481713689
"265",-0.958635170603674
"266",-0.891916971916972
"267",-0.37269387755102
"268",0
"269",0
"270",-0.658802308802309
"271",-0.869619047619048
"272",-1.13194214876033
"273",-1.19572619047619
"274",-0.808947951273533
"275",-0.321514084507042
"276",-0.572117794486216
"277",-1.42329736211031
"278",-0.814358974358974
"279",-1.33299270072993
"280",-1.67234432234432
"281",-1.5399503968254
"282",-0.219759326113117
"283",-0.661666666666667
"284",-0.225456790123457
"285",-0.454278606965174
"286",-1.64522522522523
"287",-0.828208616780045
"288",-0.218968824940048
"289",-0.445958485958486
"290",-0.543511904761905
"291",-1.15949206349206
"292",0.101118493909192
"293",-0.18171144278607
"294",-0.477437908496732
"295",-0.280522273425499
"296",-1.24231292517007
"297",-0.880399449035813
"298",-0.295501618122977
"299",-0.486986666666667
"300",-0.330833333333333
"301",-0.640771929824561
"302",-1.08702380952381
"303",-1.51175496688742
"304",-0.973973333333333
"305",-1.09771584699454
"306",-1.44407542579075
"307",-1.29680033416876
"308",-0.492901484480432
"309",-0.656906474820144
"310",-0.543511904761905
"311",-0.707829457364341
"312",-1.15449425287356
"313",0
"314",-0.193248677248677
"315",-1.11489621489621
"316",-0.459768378650554
"317",-0.200902090209021
"318",-0.326107142857143
"319",-0.869619047619048
"320",-0.198932461873638
"321",-0.343270676691729
"322",-0.559497549019608
"323",-0.530255516840883
"324",-0.462563323201621
"325",-0.201567328918322
"326",-0.0988203463203463
"327",0.0972417465388712
"328",-0.541096296296296
"329",-0.277537993920973
"330",-0.0972417465388711
"331",-0.37269387755102
"332",-0.634097222222222
"333",-1.11353658536585
"334",0
"335",-1.01455555555556
"336",-0.636306620209059
"337",-0.347186311787072
"338",-0.217404761904762
"339",-0.832613981762918
"340",-0.10045104510451
"341",-1.32814545454545
"342",-0.109879663056558
"343",-1.05764478764479
"344",-0.36524
"345",-0.645626262626263
"346",-0.530255516840883
"347",-1.71819892473118
"348",-0.242523240371846
"349",0.0966243386243386
"350",-0.340708955223881
"351",-1.02595505617978
"352",-0.727569721115538
"353",-0.106051103368177
"354",0.397864923747277
"355",-0.343270676691729
"356",-1.64226618705036
"357",-1.01763931104357
"358",0
"359",-0.355291828793774
"360",-0.54742206235012
"361",-0.0966243386243386
"362",-1.90975163398693
"363",-0.869619047619048
"364",-0.551388888888889
"365",-1.68468634686347
"366",-0.445958485958486
"367",-0.445958485958486
"368",-0.451582591493571
"369",-0.866084010840109
"370",-0.207052154195011
"371",-1.06174418604651
"372",-0.825801033591731
"373",-1.25865914786967
"374",-1.21746666666667
"375",-0.484660297239915
"376",-1.18724586288416
"377",-0.244471218206158
"378",-0.37269387755102
"379",-1.05357692307692
"380",0
"381",-0.439518652226233
"382",-1.11808163265306
"383",-0.512401795735129
"384",-1.63053571428571
"385",-0.363784860557769
"386",-0.996438492063492
"387",-0.0966243386243386
"388",-0.922323232323232
"389",-1.22880952380952
"390",-0.327275985663082
"391",-0.124231292517007
"392",-0.606710963455149
"393",0
"394",0
"395",-0.543511904761905
"396",-0.43636798088411
"397",-0.866524317912218
"398",-0.505592469545958
"399",-0.483121693121693
"400",-2.36039455782313
"401",-0.335698529411765
"402",0.217404761904762
"403",-0.828208616780046
"404",-1.4823051948052
"405",0
"406",-0.225456790123457
"407",0
"408",0
"409",-1.22638583638584
"410",-1.38348484848485
"411",-1.08350593311758
"412",-0.841566820276498
"413",-1.32858465608466
"414",-0.252586445366528
"415",-1.01455555555556
"416",-1.11353658536585
"417",-1.23089460784314
"418",-0.651549439347604
"419",-0.192637130801688
"420",-0.326107142857143
"421",-0.280092024539877
"422",-1.08702380952381
"423",-0.0948182762201454
"424",-0.445958485958486
"425",-1.03761363636364
"426",0
"427",0
"428",-0.78408274785324
"429",-0.885430303030303
"430",-0.296461038961039
"431",-0.133494152046784
"432",-0.742357723577236
"433",0
"434",-0.386497354497355
"435",-0.623276450511945
"436",-0.338185185185185
"437",-1.11082725060827
"438",-0.347186311787072
"439",-0.408545861297539
"440",-1.2846645021645
"441",0.110277777777778
"442",-0.914014014014014
"443",-1.35474777448071
"444",-1.08702380952381
"445",-0.530255516840883
"446",-0.461161616161616
"447",-0.222165450121655
"448",-0.219759326113117
"449",-0.43020023557126
"450",-0.448918387413963
"451",-0.310578231292517
"452",-0.762823725981621
"453",-0.245456989247312
"454",-1.31454042081949
"455",-1.67234432234432
"456",0
"457",-0.505592469545958
"458",-0.911277445109781
"459",-0.707829457364341
"460",-1.47091697645601
"461",-1.24462205700124
"462",0
"463",-0.654551971326165
"464",-0.222979242979243
"465",-0.790562770562771
"466",-1.08702380952381
"467",-0.710188888888889
"468",-0.792032218091698
"469",-0.222979242979243
"470",-0.43020023557126
"471",-1.66250700280112
"472",-0.121746666666667
"473",-0.326107142857143
"474",0.12030303030303
"475",-1.75175059952038
"476",-0.962424242424243
"477",-0.666496350364963
"478",-0.370050658561297
"479",0
"480",-1.69766268260292
"481",-2.17404761904762
"482",-0.721818181818182
"483",-0.869619047619048
"484",-1.20780423280423
"485",-0.122728494623656
"486",-0.661666666666667
"487",-1.33921333333333
"488",-0.707829457364341
"489",0.0925126646403242
"490",-0.462563323201621
"491",-0.117516087516087
"492",-2.84075555555556
"493",-0.494101731601732
"494",-1.45513944223108
"495",-1.14423558897243
"496",-0.553393939393939
"497",-0.193248677248677
"498",-0.861415094339623
"499",-0.103526077097506
"500",-1.27961961961962
"501",-1.05764478764479
"502",-1.01455555555556
"503",-0.9131
"504",-0.539657210401891
"505",-1.03526077097506
"506",-0.250851648351648
"507",-0.61364247311828
"508",-0.217404761904762
"509",-0.113995006242197
"510",-0.181170634920635
"511",-0.106051103368177
"512",-0.358078431372549
"513",0
"514",-1.28605633802817
"515",-1.21746666666667
"516",-0.124231292517007
"517",-0.808053097345133
"518",0
"519",-1.44936507936508
"520",-1.3185559566787
"521",-0.4957111834962
"522",-0.445958485958486
"523",-0.9401287001287
"524",0
"525",-0.441111111111111
"526",-0.603902116402117
"527",-0.592922077922078
"528",-0.559497549019608
"529",-0.451582591493571
"530",-0.832613981762918
"531",0
"532",-0.5706875
"533",-0.551388888888889
"534",-0.109091995221027
"535",-1.55167320261438
"536",-0.36524
"537",0.24948087431694
"538",-0.0988203463203463
"539",-1.31454042081949
"540",-1.08272727272727
"541",-1.07740412979351
"542",-0.119359477124183
"543",-0.248462585034014
"544",-1.12312423124231
"545",0.587580437580438
"546",-1.08702380952381
"547",0.202236987818383
"548",-1.36654421768707
"549",-1.41313095238095
"550",-0.123726287262873
"551",-1.48662382176521
"552",-1.19572619047619
"553",-0.387728237791932
"554",-0.806269315673289
"555",-0.207052154195011
"556",-0.621156462585034
"557",-2.18322081575246
"558",-0.404473975636766
"559",-0.911960049937578
"560",-2.30747292418773
"561",-0.854362573099415
"562",-0.555413625304136
"563",-0.0972417465388711
"564",-0.717362514029181
"565",-0.111489621489621
"566",-1.27261324041812
"567",-0.72468253968254
"568",0
"569",-1.65555090655509
"570",-0.578643852978454
"571",-0.196365591397849
"572",-1.01081180811808
"573",-0.951145833333333
"574",-0.371178861788618
"575",-1.51641755634638
"576",-1.41785714285714
"577",-0.665802083333333
"578",-0.224624846248462
"579",-1.41313095238095
"580",-0.447598039215686
"581",-0.235032175032175
"582",-1.4823051948052
"583",0.113147459727385
"584",-0.263520923520923
"585",-1.01034578146611
"586",-0.543511904761905
"587",-0.363422885572139
"588",-1.42469503546099
"589",-0.971382978723404
"590",-0.111489621489621
"591",-1.43882424242424
"592",-1.7392380952381
"593",-0.335698529411765
"594",-0.805676470588235
"595",-1.15949206349206
"596",-1.33387782204515
"597",-2.17404761904762
"598",-1.9636559139785
"599",-1.37900755124056
"600",-0.515875706214689
"601",-0.328453237410072
"602",-0.981827956989247
"603",-0.93651282051282
"604",-0.721818181818182
"605",0.203589743589744
"606",0
"607",-1.34082232011747
"608",-1.08702380952381
"609",-0.661666666666667
"610",0
"611",-1.54762711864407
"612",-0.72468253968254
"613",0.0930784913353721
"614",-0.678884758364312
"615",-0.259035460992908
"616",-0.604701986754967
"617",-1.29267696267696
"618",-0.472619047619048
"619",-0.0981827956989247
"620",-0.90705298013245
"621",0.108702380952381
"622",-1.64226618705036
"623",-0.407179487179487
"624",0.101118493909192
"625",-0.110678787878788
"626",-1.73593155893536
"627",-1.08702380952381
"628",-0.72468253968254
"629",-0.0900493096646943
"630",-0.626268861454047
"631",-1.17888497652582
"632",0.0755252274607113
"633",-0.739352226720648
"634",-0.845462962962963
"635",-0.818923766816144
"636",-0.111489621489621
"637",-0.492901484480432
"638",-1.29517730496454
"639",-1.30910394265233
"640",-1.32333333333333
"641",-0.668937728937729
"642",-1.09879663056558
"643",-1.5701455026455
"644",-0.28534375
"645",-1.10678787878788
"646",-0.745387755102041
"647",-1.95664285714286
"648",-0.247452574525745
"649",-0.496925170068027
"650",0.390213675213675
"651",-0.800964912280702
"652",-0.434809523809524
"653",-1.09091995221027
"654",0
"655",-0.636306620209059
"656",-0.103526077097506
"657",-0.788004314994606
"658",-0.266209912536443
"659",-0.315951557093426
"660",-2.62188514357054
"661",-0.991422366992399
"662",-1.09091995221027
"663",-0.621156462585034
"664",-1.19221966205837
"665",-0.218183990442055
"666",-0.111082725060827
"667",-1.31381294964029
"668",-0.197640692640693
"669",0
"670",0.0966243386243386
"671",-0.252586445366528
"672",-0.107931442080378
"673",-0.587580437580438
"674",-0.59485342019544
"675",-0.592922077922078
"676",-0.225456790123457
"677",-2.16590511860175
"678",0
"679",-0.9401287001287
"680",-2.11954503249768
"681",0
"682",-0.445958485958486
"683",-0.889383116883117
"684",-0.567848258706468
"685",0.800964912280702
"686",0.326107142857143
"687",-0.479317585301837
"688",-2.95740890688259
"689",-0.999744525547445
"690",-0.250851648351648
"691",-0.212102206736353
"692",-0.559497549019608
"693",-2.15593055555556
"694",-0.109879663056558
"695",-0.483121693121693
"696",-0.105317185697809
"697",-1.00340659340659
"698",-0.434809523809524
"699",-0.557448107448108
"700",0
"701",-0.388966986155485
"702",0.621156462585034
"703",-0.704552469135802
"704",-1.63944574551132
"705",-0.113569651741294
"706",-1.11899509803922
"707",-0.800964912280702
"708",1.20780423280423
"709",0
"710",-0.117516087516087
"711",-0.951145833333333
"712",-1.08702380952381
"713",0.10045104510451
"714",-0.891916971916972
"715",-0.321514084507042
"716",-1.41819593787336
"717",0
"718",-0.46825641025641
"719",0
"720",-0.524770114942529
"721",-0.828208616780046
"722",-0.758208778173191
"723",-1.06625265392781
"724",-1.32333333333333
"725",-1.21460876369327
"726",-0.636306620209059
"727",-0.445958485958486
"728",-0.654551971326165
"729",-0.369676113360324
"730",-0.352548262548263
"731",-0.760916666666667
"732",-0.43020023557126
"733",-0.256488764044944
"734",0
"735",-0.494101731601732
"736",0
"737",-0.4957111834962
"738",-2.478555917481
"739",0
"740",-0.315405872193437
"741",-0.828208616780045
"742",-0.111489621489621
"743",-0.505592469545958
"744",0
"745",-2.26463293650794
"746",-0.550060240963855
"747",-0.658802308802309
"748",0
"749",-0.815267857142857
"750",-0.234128205128205
"751",-0.486986666666667
"752",-0.303355481727575
"753",-0.411306306306306
"754",-0.640771929824561
"755",-1.77433482810164
"756",-1.17411473788328
"757",-1.20780423280423
"758",-0.592922077922078
"759",-1.0207418699187
"760",-0.656906474820144
"761",-0.222979242979243
"762",-1.22880952380952
"763",-1.80365432098765
"764",-1.43882424242424
"765",-0.463973577235772
"766",-0.72468253968254
"767",-0.800964912280702
"768",-0.9401287001287
"769",-0.108702380952381
"770",-1.06051103368177
"771",-1.57600862998921
"772",-0.822612612612613
"773",-0.452589838909542
"774",0.202236987818383
"775",-0.579746031746032
"776",-1.25394506866417
"777",-1.35274074074074
"778",-1.01455555555556
"779",0.219759326113117
"780",-1.01455555555556
"781",-1.29768733850129
"782",-0.332036363636364
"783",-0.217404761904762
"784",0
"785",-1.01832713754647
"786",-0.652214285714286
"787",-1.18584415584416
"788",-0.197001078748652
"789",0.222979242979243
"790",-0.449249692496925
"791",-0.363784860557769
"792",-0.101118493909192
"793",-0.727569721115538
"794",-0.533976608187135
"795",-0.439518652226233
"796",-0.386497354497354
"797",-0.477437908496732
"798",-0.452926587301587
"799",-0.217404761904762
"800",-1.29912601626016
"801",-0.111899509803922
"802",-0.217404761904762
"803",-0.108702380952381
"804",-0.591003236245955
"805",-1.18200647249191
"806",-0.834921030756442
"807",-0.845462962962963
"808",-0.122728494623656
"809",-0.444980506822612
"810",-2.16904980842912
"811",0.103526077097506
"812",0
"813",-0.296461038961039
"814",0
"815",-0.189047619047619
"816",-1.91827731092437
"817",-1.06328966521106
"818",-1.01794871794872
"819",-1.79039215686275
"820",-0.108702380952381
"821",-0.872388535031847
"822",-0.124231292517007
"823",-0.422731481481482
"824",-1.14615062761506
"825",-0.87273596176822
"826",0.280953846153846
"827",-0.117516087516088
"828",-0.790562770562771
"829",-0.37269387755102
"830",-0.545459976105137
"831",-0.539657210401891
"832",-0.193248677248677
"833",-2.39145238095238
"834",-0.326107142857143
"835",-0.594466145833333
"836",-0.581592356687898
"837",-0.966243386243386
"838",0
"839",-1.14423558897243
"840",-1.01455555555556
"841",-0.310578231292517
"842",-0.543511904761905
"843",0.189047619047619
"844",-0.444330900243309
"845",-0.925126646403242
"846",-0.517630385487528
"847",-1.3609891598916
"848",-1.5679494949495
"849",-1.51677740863787
"850",-1.84794047619048
"851",-0.37269387755102
"852",-1.32333333333333
"853",-1.36574786324786
"854",-0.73048
"855",0
"856",-1.5608547008547
"857",-0.869619047619048
"858",-0.228847117794486
"859",-0.621156462585034
"860",-0.543511904761905
"861",0.0978670953912112
"862",-1.2219099756691
"863",-0.966243386243386
"864",-0.295501618122977
"865",-0.4957111834962
"866",-0.218968824940048
"867",-0.442715151515152
"868",-0.800964912280702
"869",-0.326107142857143
"870",-1.23543665436654
"871",-0.679389880952381
"872",-0.263520923520923
"873",-0.245456989247312
"874",-0.632215628090999
"875",-0.510682326621924
"876",-0.727569721115538
"877",-0.437937649880096
"878",-0.37269387755102
"879",-1.20432853717026
"880",-0.217404761904762
"881",-1.77086060606061
"882",-0.407633928571428
"883",-1.2030303030303
"884",-0.760916666666667
"885",-2.12609068627451
"886",-0.425687645687646
"887",-0.375761316872428
"888",-0.250507544581619
"889",-0.966243386243386
"890",-1.50304526748971
"891",-0.222979242979243
"892",-0.248462585034014
"893",-0.112728395061728
"894",-0.774751515151515
"895",-0.434809523809524
"896",-1.08702380952381
"897",-0.891916971916972
"898",-0.42868544600939
"899",0
"900",-0.481212121212121
"901",-0.473722438391699
"902",-0.72468253968254
"903",-0.211365740740741
"904",-0.188462332301342
"905",-0.332036363636364
"906",-0.828208616780045
"907",-0.24948087431694
"908",-1.06286772486772
"909",-0.596797385620915
"910",-2.02236987818383
"911",-0.123726287262873
"912",-0.661666666666667
"913",-0.445958485958486
"914",-0.397864923747277
"915",-0.0988203463203463
"916",-0.386906779661017
"917",-0.197640692640693
"918",0.135877976190476
"919",-0.111082725060827
"920",-0.219759326113117
"921",-0.557448107448107
"922",-0.964542253521127
"923",-0.247452574525745
"924",-0.540295857988166
"925",-0.21510011778563
"926",-0.636306620209059
"927",-0.333248175182482
"928",-0.558470948012232
"929",-0.213590643274854
"930",-0.596797385620915
"931",-0.443683187560739
"932",-1.67849264705882
"933",-2.04691033138402
"934",-0.760916666666667
"935",-0.9925
"936",-0.457694235588972
"937",-0.524770114942529
"938",-0.108702380952381
"939",-1.7392380952381
"940",-1.20432853717026
"941",-0.115728770595691
"942",-0.360909090909091
"943",-0.414104308390023
"944",-2.50344877344877
"945",-0.488942436412316
"946",-0.36524
"947",-0.37269387755102
"948",-0.503085399449036
"949",-0.59485342019544
"950",-0.960147213459516
"951",-0.655558974358974
"952",-0.898131147540983
"953",-0.631466113416321
"954",-0.543511904761905
"955",-0.530255516840883
"956",-1.42671875
"957",-2.7669696969697
"958",-0.217404761904762
"959",-0.668937728937729
"960",-0.553393939393939
"961",-1.1631847133758
"962",-0.910066445182724
"963",-1.09091995221028
"964",-1.29978647686833
"965",-0.621156462585034
"966",-0.817091722595078
"967",-0.472619047619048
"968",-0.202236987818383
"969",-0.585320512820513
"970",-0.89849938499385
"971",-1.1747485380117
"972",-0.512401795735129
"973",-1.26293222683264
"974",-1.01118493909192
"975",-0.745387755102041
"976",-0.601515151515152
"977",0
"978",-0.786186961869619
"979",-0.407633928571429
"980",-0.532109557109557
"981",-0.373456032719836
"982",-0.386497354497354
"983",-0.752850412249706
"984",-0.794987562189055
"985",-0.120780423280423
"986",-1.34279411764706
"987",-0.407633928571429
"988",-0.445958485958486
"989",-0.202236987818383
"990",0
"991",-0.109091995221027
"992",-0.78042735042735
"993",-0.121261620185923
"994",-0.359488188976378
"995",-1.67659604519774
"996",-1.48471544715447
"997",-0.608733333333333
"998",-1.08702380952381
"999",-1.66624087591241
"1000",-0.202911111111111
"1001",-0.46825641025641
"1002",-0.355291828793774
"1003",-0.385274261603376
"1004",-0.197640692640693
"1005",-1.29978647686833
"1006",0.108702380952381
"1007",-0.414104308390023
"1008",-0.455980024968789
"1009",0
"1010",-0.334468864468865
"1011",-2.11900843881857
"1012",0
"1013",-0.555413625304136
"1014",-0.490913978494624
"1015",-2.17404761904762
"1016",-0.69399565689468
"1017",-1.20144736842105
"1018",-1.4530067001675
"1019",-0.591003236245955
"1020",-0.62370218579235
"1021",-0.358078431372549
"1022",-0.227990012484395
"1023",-0.125771349862259
"1024",0
"1025",-1.44445197740113
"1026",-0.288044164037855
"1027",-1.34774907749077
"1028",0
"1029",-0.197640692640693
"1030",-2.40289473684211
"1031",-1.01118493909192
"1032",-0.855649263721553
"1033",-0.394002157497303
"1034",-0.889383116883117
"1035",-0.716156862745098
"1036",0
"1037",-1.40673669467787
"1038",-0.822612612612613
"1039",-1.90891986062718
"1040",-0.327275985663082
"1041",0.244471218206158
"1042",-0.315951557093426
"1043",-0.557448107448107
"1044",-0.905853174603175
"1045",-0.901827160493827
"1046",-0.589857881136951
"1047",-0.812848664688427
"1048",-1.03175141242938
"1049",0.869619047619048
"1050",-1.01118493909192
"1051",-0.471886304909561
"1052",-0.101455555555556
"1053",-0.742357723577236
"1054",-0.652214285714286
"1055",-0.394002157497303
"1056",-0.960147213459516
"1057",-0.71405669599218
"1058",-0.557448107448107
"1059",-1.70275058275058
"1060",-0.888661800486618
"1061",-1.29267696267696
"1062",-1.21746666666667
"1063",-0.783296568627451
"1064",-0.509400278940028
"1065",-1.21261620185923
"1066",-0.661666666666667
"1067",-1.47125881168177
"1068",-0.431725768321513
"1069",-0.295501618122977
"1070",-0.326107142857143
"1071",-0.358078431372549
"1072",-0.218968824940048
"1073",-0.621156462585034
"1074",-0.223799019607843
"1075",-2.64167295597484
"1076",-0.832252604166667
"1077",-1.09879663056558
"1078",0
"1079",-0.889383116883117
"1080",-0.222979242979243
"1081",-0.859099462365592
"1082",-0.454278606965174
"1083",-0.567142857142857
"1084",-1.93248677248677
"1085",0.37269387755102
"1086",-0.124231292517007
"1087",-1.02739803094233
"1088",-0.666496350364963
"1089",-0.789098765432099
"1090",-0.103526077097506
"1091",-0.093940329218107
"1092",-1.74547192353644
"1093",-0.203589743589744
"1094",-2.17404761904762
"1095",-0.569975031210986
"1096",-0.581592356687898
"1097",-0.124231292517007
"1098",-1.11230343300111
"1099",-0.238718954248366
"1100",-2.50015476190476
"1101",-0.360909090909091
"1102",-2.04616246498599
"1103",-0.475572916666667
"1104",-0.592922077922078
"1105",-0.386497354497355
"1106",0
"1107",-0.496925170068027
"1108",-0.915388471177945
"1109",-1.15949206349206
"1110",-1.01455555555556
"1111",-1.81035935563817
"1112",-0.385274261603376
"1113",-0.852226666666667
"1114",-0.109091995221027
"1115",-0.691742424242424
"1116",0.30847972972973
"1117",-1.41565891472868
"1118",-0.545459976105137
"1119",-0.687279569892473
"1120",-0.404473975636766
"1121",-1.99118380062305
"1122",-1.5840644361834
"1123",-1.37214480874317
"1124",-0.60671096345515
"1125",-0.111082725060827
"1126",-0.457694235588972
"1127",-0.656906474820144
"1128",-0.271755952380952
"1129",0.197001078748652
"1130",-1.66450520833333
"1131",-0.850714285714286
"1132",-0.645626262626263
"1133",-1.44936507936508
"1134",-0.736370967741935
"1135",-0.209908045977011
"1136",-0.869619047619048
"1137",-0.891916971916972
"1138",0.235032175032175
"1139",0
"1140",-0.0994662309368192
"1141",-0.530255516840883
"1142",-0.87318306010929
"1143",-1.01763931104357
"1144",-1.38922544951591
"1145",-1.11489621489622
"1146",-0.760916666666667
"1147",-0.966243386243386
"1148",-0.503085399449036
"1149",-1.30442857142857
"1150",-0.635990049751244
"1151",-0.46539245667686
"1152",0
"1153",-0.229710691823899
"1154",0
"1155",-0.217404761904762
"1156",-0.543511904761905
"1157",-0.664556040756914
"1158",-0.320385964912281
"1159",-0.272567164179105
"1160",-2.27139303482587
"1161",-1.79744094488189
"1162",0.395281385281385
"1163",-1.81892430278884
"1164",-0.226294919454771
"1165",-0.241560846560847
"1166",-0.879037304452467
"1167",0
"1168",-0.434809523809524
"1169",-0.326107142857143
"1170",-0.54742206235012
"1171",0
"1172",-0.74844262295082
"1173",-0.889383116883117
"1174",-0.507277777777778
"1175",-0.328453237410072
"1176",-1.00240518962076
"1177",-0.42868544600939
"1178",0.12030303030303
"1179",-1.06051103368177
"1180",-0.49896174863388
"1181",-1.08219259259259
"1182",-0.666496350364964
"1183",-0.755520094562648
"1184",-0.555075987841945
"1185",-0.414104308390023
"1186",-0.869619047619048
"1187",-0.36234126984127
"1188",0.119829396325459
"1189",-0.24948087431694
"1190",-1.29978647686833
"1191",-0.385274261603376
"1192",-0.326107142857143
"1193",-1.1045564516129
"1194",-0.434809523809524
"1195",-0.281820987654321
